model,model_label,fpr,tpr,threshold,auc
random_forest,随机森林,0.5697674418604651,0.6404494382022472,0.48009499330218547,0.532764277211625
random_forest,随机森林,0.5697674418604651,0.6441947565543071,0.48000241127417403,0.532764277211625
random_forest,随机森林,0.5775193798449613,0.6441947565543071,0.47985971845564224,0.532764277211625
random_forest,随机森林,0.5775193798449613,0.651685393258427,0.478847012625417,0.532764277211625
random_forest,随机森林,0.5813953488372093,0.651685393258427,0.47882838169552633,0.532764277211625
random_forest,随机森林,0.5813953488372093,0.6591760299625468,0.4778644248700165,0.532764277211625
random_forest,随机森林,0.5930232558139535,0.6591760299625468,0.47682204446203513,0.532764277211625
random_forest,随机森林,0.5930232558139535,0.6666666666666666,0.47644968349109135,0.532764277211625
random_forest,随机森林,0.6007751937984496,0.6666666666666666,0.47619589394048734,0.532764277211625
random_forest,随机森林,0.6007751937984496,0.6704119850187266,0.47560834659929424,0.532764277211625
random_forest,随机森林,0.6085271317829457,0.6704119850187266,0.4754604357586059,0.532764277211625
random_forest,随机森林,0.6085271317829457,0.6741573033707865,0.4753959682166562,0.532764277211625
random_forest,随机森林,0.6124031007751938,0.6741573033707865,0.4752803611571106,0.532764277211625
random_forest,随机森林,0.6124031007751938,0.6779026217228464,0.47511495543592147,0.532764277211625
random_forest,随机森林,0.6162790697674418,0.6779026217228464,0.47510975181300863,0.532764277211625
